chr1	0	113722028	249250621	0.456256
chr1	1	40467207	249250621	0.162355
chr1	2	30709818	249250621	0.123209
chr1	3	19982507	249250621	0.0801703
chr1	4	12927015	249250621	0.0518635
chr1	5	8379622	249250621	0.0336193
chr1	6	6358000	249250621	0.0255085
chr1	7	3830810	249250621	0.0153693
chr1	8	3799607	249250621	0.0152441
chr1	9	2905858	249250621	0.0116584
chr1	10	1488660	249250621	0.00597254
chr1	11	1036768	249250621	0.00415954
chr1	12	779079	249250621	0.00312569
chr1	13	530310	249250621	0.00212762
chr1	14	478594	249250621	0.00192013
chr1	15	262690	249250621	0.00105392
chr1	16	233243	249250621	0.000935777
chr1	17	163295	249250621	0.000655144
chr1	18	114939	249250621	0.000461138
chr1	19	79679	249250621	0.000319674
chr1	20	115885	249250621	0.000464934
chr1	21	51833	249250621	0.000207955
chr1	22	171785	249250621	0.000689206
chr1	23	92883	249250621	0.000372649
chr1	24	143467	249250621	0.000575593
chr1	25	145467	249250621	0.000583617
chr1	26	42859	249250621	0.000171951
chr1	27	17886	249250621	7.17591e-05
chr1	28	11681	249250621	4.68645e-05
chr1	29	25130	249250621	0.000100822
chr1	30	18442	249250621	7.39898e-05
chr1	31	9178	249250621	3.68224e-05
chr1	32	9940	249250621	3.98795e-05
chr1	33	4651	249250621	1.86599e-05
chr1	34	858	249250621	3.44232e-06
chr1	35	2115	249250621	8.48544e-06
chr1	36	443	249250621	1.77733e-06
chr1	38	1683	249250621	6.75224e-06
chr1	39	236	249250621	9.46838e-07
chr1	42	1928	249250621	7.73519e-06
chr1	43	27710	249250621	0.000111173
chr1	44	6332	249250621	2.54041e-05
chr1	45	2840	249250621	1.13942e-05
chr1	46	4561	249250621	1.82989e-05
chr1	47	42054	249250621	0.000168722
chr1	48	22946	249250621	9.20599e-05
chr1	49	19307	249250621	7.74602e-05
chr1	50	6637	249250621	2.66278e-05
chr1	51	155	249250621	6.21864e-07
chr2	0	116097320	243199373	0.477375
chr2	1	43996507	243199373	0.180907
chr2	2	28380463	243199373	0.116696
chr2	3	17666907	243199373	0.0726437
chr2	4	13035452	243199373	0.0535999
chr2	5	7801693	243199373	0.0320794
chr2	6	4240685	243199373	0.0174371
chr2	7	2761264	243199373	0.0113539
chr2	8	1937259	243199373	0.00796572
chr2	9	1307537	243199373	0.0053764
chr2	10	1157161	243199373	0.00475808
chr2	11	824877	243199373	0.00339177
chr2	12	841901	243199373	0.00346177
chr2	13	340196	243199373	0.00139884
chr2	14	594325	243199373	0.00244378
chr2	15	445228	243199373	0.00183071
chr2	16	463862	243199373	0.00190733
chr2	17	225402	243199373	0.00092682
chr2	18	153351	243199373	0.000630557
chr2	19	67577	243199373	0.000277867
chr2	20	216733	243199373	0.000891174
chr2	21	175865	243199373	0.000723131
chr2	22	63725	243199373	0.000262028
chr2	23	41919	243199373	0.000172365
chr2	24	31924	243199373	0.000131267
chr2	25	152554	243199373	0.00062728
chr2	26	46314	243199373	0.000190436
chr2	27	34429	243199373	0.000141567
chr2	28	10109	243199373	4.15667e-05
chr2	29	17016	243199373	6.99673e-05
chr2	30	20174	243199373	8.29525e-05
chr2	31	15462	243199373	6.35775e-05
chr2	32	19744	243199373	8.11844e-05
chr2	33	1990	243199373	8.18259e-06
chr2	34	13	243199373	5.34541e-08
chr2	36	209	243199373	8.59377e-07
chr2	37	4156	243199373	1.70889e-05
chr2	38	2936	243199373	1.20724e-05
chr2	39	206	243199373	8.47042e-07
chr2	43	548	243199373	2.2533e-06
chr2	44	28	243199373	1.15132e-07
chr2	45	659	243199373	2.70971e-06
chr2	47	1250	243199373	5.13982e-06
chr2	48	2407	243199373	9.89723e-06
chr2	49	36	243199373	1.48027e-07
chr3	0	92200652	198022430	0.465607
chr3	1	34052786	198022430	0.171964
chr3	2	24718542	198022430	0.124827
chr3	3	13873175	198022430	0.0700586
chr3	4	10369984	198022430	0.0523677
chr3	5	7605052	198022430	0.038405
chr3	6	4099098	198022430	0.0207002
chr3	7	2225725	198022430	0.0112398
chr3	8	2299506	198022430	0.0116124
chr3	9	2454245	198022430	0.0123938
chr3	10	1350660	198022430	0.00682074
chr3	11	866558	198022430	0.00437606
chr3	12	421347	198022430	0.00212777
chr3	13	297888	198022430	0.00150431
chr3	14	319419	198022430	0.00161304
chr3	15	229290	198022430	0.0011579
chr3	16	179333	198022430	0.00090562
chr3	17	116538	198022430	0.000588509
chr3	18	71000	198022430	0.000358545
chr3	19	60603	198022430	0.000306041
chr3	20	64662	198022430	0.000326539
chr3	21	23489	198022430	0.000118618
chr3	22	33584	198022430	0.000169597
chr3	23	5921	198022430	2.99007e-05
chr3	24	2744	198022430	1.3857e-05
chr3	25	150	198022430	7.5749e-07
chr3	26	20619	198022430	0.000104125
chr3	27	29461	198022430	0.000148776
chr3	28	7099	198022430	3.58495e-05
chr3	29	1615	198022430	8.15564e-06
chr3	30	7095	198022430	3.58293e-05
chr3	31	8616	198022430	4.35102e-05
chr3	32	3364	198022430	1.6988e-05
chr3	35	1408	198022430	7.11031e-06
chr3	36	418	198022430	2.11087e-06
chr3	37	784	198022430	3.95915e-06
chr4	0	105408254	191154276	0.55143
chr4	1	29988735	191154276	0.156882
chr4	2	18931604	191154276	0.0990384
chr4	3	11943286	191154276	0.0624798
chr4	4	8552346	191154276	0.0447405
chr4	5	4202138	191154276	0.021983
chr4	6	2975382	191154276	0.0155653
chr4	7	1823795	191154276	0.00954096
chr4	8	1548151	191154276	0.00809896
chr4	9	810576	191154276	0.00424043
chr4	10	667299	191154276	0.00349089
chr4	11	975003	191154276	0.00510061
chr4	12	637834	191154276	0.00333675
chr4	13	316823	191154276	0.00165742
chr4	14	748083	191154276	0.0039135
chr4	15	223107	191154276	0.00116716
chr4	16	240251	191154276	0.00125684
chr4	17	143694	191154276	0.000751717
chr4	18	194851	191154276	0.00101934
chr4	19	247059	191154276	0.00129246
chr4	20	45520	191154276	0.000238132
chr4	21	29977	191154276	0.000156821
chr4	22	97628	191154276	0.000510729
chr4	23	70161	191154276	0.000367039
chr4	24	34646	191154276	0.000181246
chr4	25	17455	191154276	9.13137e-05
chr4	26	16207	191154276	8.47849e-05
chr4	27	87451	191154276	0.000457489
chr4	28	90204	191154276	0.000471891
chr4	29	14125	191154276	7.38932e-05
chr4	30	5247	191154276	2.7449e-05
chr4	31	4227	191154276	2.2113e-05
chr4	32	10097	191154276	5.28212e-05
chr4	33	729	191154276	3.81367e-06
chr4	34	94	191154276	4.91749e-07
chr4	35	57	191154276	2.98188e-07
chr4	39	5372	191154276	2.8103e-05
chr4	40	1269	191154276	6.63862e-06
chr4	41	81	191154276	4.23742e-07
chr4	44	127	191154276	6.64385e-07
chr4	47	11601	191154276	6.06892e-05
chr4	48	462	191154276	2.4169e-06
chr4	53	8703	191154276	4.55287e-05
chr4	54	3514	191154276	1.83831e-05
chr4	56	13284	191154276	6.94936e-05
chr4	57	886	191154276	4.635e-06
chr4	63	6553	191154276	3.42812e-05
chr4	64	328	191154276	1.71589e-06
chr5	0	88632818	180915260	0.489913
chr5	1	33983069	180915260	0.18784
chr5	2	20104832	180915260	0.111128
chr5	3	11455251	180915260	0.0633183
chr5	4	8102391	180915260	0.0447856
chr5	5	5142234	180915260	0.0284234
chr5	6	4053807	180915260	0.0224072
chr5	7	2491440	180915260	0.0137713
chr5	8	1498362	180915260	0.00828212
chr5	9	1312111	180915260	0.00725263
chr5	10	913562	180915260	0.00504967
chr5	11	808092	180915260	0.00446669
chr5	12	520926	180915260	0.00287939
chr5	13	331506	180915260	0.00183238
chr5	14	232453	180915260	0.00128487
chr5	15	736588	180915260	0.00407145
chr5	16	166026	180915260	0.0009177
chr5	17	101575	180915260	0.000561451
chr5	18	133942	180915260	0.000740358
chr5	19	42682	180915260	0.000235923
chr5	20	49950	180915260	0.000276096
chr5	21	40123	180915260	0.000221778
chr5	22	20816	180915260	0.000115059
chr5	23	8516	180915260	4.70718e-05
chr5	24	2279	180915260	1.25971e-05
chr5	25	175	180915260	9.67304e-07
chr5	26	3090	180915260	1.70798e-05
chr5	27	7287	180915260	4.02785e-05
chr5	28	2705	180915260	1.49518e-05
chr5	29	2228	180915260	1.23152e-05
chr5	30	2640	180915260	1.45925e-05
chr5	31	4583	180915260	2.53323e-05
chr5	32	3678	180915260	2.033e-05
chr5	33	1053	180915260	5.8204e-06
chr5	37	1469	180915260	8.11982e-06
chr5	38	86	180915260	4.75361e-07
chr5	58	859	180915260	4.74808e-06
chr5	59	56	180915260	3.09537e-07
chr6	0	85864692	171115067	0.501795
chr6	1	28071029	171115067	0.164048
chr6	2	21442553	171115067	0.125311
chr6	3	10634603	171115067	0.0621488
chr6	4	8124553	171115067	0.0474801
chr6	5	4592726	171115067	0.02684
chr6	6	3672792	171115067	0.0214639
chr6	7	2161791	171115067	0.0126336
chr6	8	1430688	171115067	0.00836097
chr6	9	985642	171115067	0.00576011
chr6	10	677821	171115067	0.0039612
chr6	11	418466	171115067	0.00244552
chr6	12	422796	171115067	0.00247083
chr6	13	370342	171115067	0.00216429
chr6	14	213413	171115067	0.00124719
chr6	15	209983	171115067	0.00122714
chr6	16	292946	171115067	0.00171198
chr6	17	249335	171115067	0.00145712
chr6	18	198462	171115067	0.00115982
chr6	19	81213	171115067	0.00047461
chr6	20	138915	171115067	0.000811822
chr6	21	73193	171115067	0.000427741
chr6	22	45082	171115067	0.00026346
chr6	23	48497	171115067	0.000283417
chr6	24	36723	171115067	0.00021461
chr6	25	53504	171115067	0.000312678
chr6	26	57641	171115067	0.000336855
chr6	27	53578	171115067	0.000313111
chr6	28	15566	171115067	9.0968e-05
chr6	29	44796	171115067	0.000261789
chr6	30	178230	171115067	0.00104158
chr6	31	69704	171115067	0.000407352
